x_vs_y,correlation
releasedDate_vs_minInstalls,-0.044193935305527336
releasedDate_vs_ratings,-0.024854821426678646
releasedDate_vs_price,-0.036501164662134614
price_vs_ratings,0.009807433960360469
price_vs_minInstalls,0.008926860452261823
