x_vs_y,correlation
releasedDate_vs_minInstalls,-0.04440355055799688
releasedDate_vs_ratings,-0.024988341642694024
releasedDate_vs_price,0.023471269053480213
price_vs_ratings,0.001518321484383698
price_vs_minInstalls,-0.0023530527015698075
price_vs_ratings,0.001518321484383698
